ticket_id,subject,body,channel,priority,created_ts,category,urgency,sentiment
TK-102328,What are your business hours,This is really frustrating. What are your business hours. Can someone look into this?,phone,Urgent,2026-01-01 12:31:00,General,high,negative
TK-102329,Dashboard shows blank screen,Dashboard shows blank screen. Let me know next steps.,email,Low,2026-02-11 20:22:00,Bug/Error,medium,neutral
TK-102330,Account locked after failed attempts,Thanks for your help. Account locked after failed attempts. I need this resolved.,chat,Low,2026-02-03 12:11:00,Login/Access,high,positive
TK-102331,Wrong item was delivered,This is really frustrating. Wrong item was delivered. Please advise.,twitter,Medium,2026-01-16 20:11:00,Shipping,high,negative
TK-102332,Two-factor code not working,Thanks for your help. Two-factor code not working. Can someone look into this?,email,Low,2026-01-18 00:47:00,Login/Access,medium,positive
TK-102333,Please add dark mode,Thanks for your help. Please add dark mode. Let me know next steps.,twitter,Urgent,2026-01-02 20:48:00,Feature Request,low,positive
TK-101674,Do you have API documentation,Do you have API documentation. I need this resolved.,web_form,Urgent,2026-03-05 11:09:00,General,low,neutral
TK-101675,Please add dark mode,Thanks for your help. Please add dark mode. Can someone look into this?,twitter,Low,2026-05-03 21:45:00,Feature Request,low,positive
TK-101676,Why did my subscription price go up,Please respond ASAP. Why did my subscription price go up. Please advise.,twitter,Urgent,2026-05-28 22:34:00,Billing,medium,neutral
TK-101677,Is there a student discount,Thanks for your help. Is there a student discount. I need this resolved.,web_form,High,2026-02-04 14:48:00,Feature Request,low,positive
TK-101678,Add integration with Slack,I've been waiting for days!! Add integration with Slack. Any update would help.,phone,Low,2026-01-22 15:01:00,Feature Request,high,negative
TK-101679,Tracking number is invalid,Please respond ASAP. Tracking number is invalid. Any update would help.,chat,Low,2026-03-20 15:50:00,Shipping,high,negative
TK-101680,Refund not received yet,Refund not received yet. I need this resolved.,twitter,Medium,2026-05-31 23:57:00,Billing,high,negative
TK-101681,App crashes when I upload a file,Please respond ASAP. App crashes when I upload a file. Can someone look into this?,web_form,High,2026-01-13 09:24:00,Bug/Error,high,negative
TK-102341,Package arrived damaged,Package arrived damaged. I need this resolved.,twitter,Urgent,2026-05-15 03:33:00,Shipping,high,negative
TK-102342,Why did my subscription price go up,Please respond ASAP. Why did my subscription price go up. Can someone look into this?,email,Urgent,2026-04-22 03:49:00,Billing,medium,neutral
TK-102337,Account locked after failed attempts,Account locked after failed attempts. Let me know next steps.,web_form,Low,2026-03-03 13:42:00,Login/Access,high,neutral
TK-102338,Account locked after failed attempts,Thanks for your help. Account locked after failed attempts. I need this resolved.,chat,Urgent,2026-05-14 05:04:00,Login/Access,high,positive
TK-102339,Invoice shows wrong amount,This is really frustrating. Invoice shows wrong amount. Can someone look into this?,chat,Medium,2026-04-24 03:05:00,Billing,high,negative
TK-102340,Do you have API documentation,Do you have API documentation. Let me know next steps.,web_form,Low,2026-02-18 13:44:00,General,low,neutral
TK-101626,Would love a mobile app,This is really frustrating. Would love a mobile app. Any update would help.,web_form,Urgent,2026-02-11 07:25:00,Feature Request,medium,negative
TK-101627,Package arrived damaged,This is really frustrating. Package arrived damaged. I need this resolved.,web_form,Urgent,2026-01-19 07:17:00,Shipping,high,negative
TK-101628,Do you have API documentation,Not happy about this. Do you have API documentation. Let me know next steps.,chat,High,2026-02-22 14:09:00,General,low,negative
TK-101629,How do I change my email,Please respond ASAP. How do I change my email. I need this resolved.,twitter,Urgent,2026-05-15 03:49:00,Login/Access,high,negative
TK-101602,Password reset email never arrives,Please respond ASAP. Password reset email never arrives. Can someone look into this?,web_form,Urgent,2026-02-02 16:09:00,Login/Access,high,negative
TK-101603,Invoice shows wrong amount,This is really frustrating. Invoice shows wrong amount. I need this resolved.,web_form,Urgent,2026-04-06 19:26:00,Billing,high,negative
TK-101604,SSO redirect keeps failing,This is really frustrating. SSO redirect keeps failing. Let me know next steps.,web_form,Low,2026-04-04 03:50:00,Login/Access,high,negative
TK-101605,Two-factor code not working,I've been waiting for days!! Two-factor code not working. I need this resolved.,email,Low,2026-03-09 19:20:00,Login/Access,high,negative
TK-102343,Wrong item was delivered,Thanks for your help. Wrong item was delivered. Please advise.,twitter,High,2026-05-21 02:46:00,Shipping,low,positive
TK-102344,How do I contact sales,Not happy about this. How do I contact sales. Any update would help.,email,Urgent,2026-02-12 22:44:00,General,low,negative
TK-102345,Where is my order,Not happy about this. Where is my order. Can someone look into this?,twitter,Medium,2026-03-28 07:30:00,Shipping,high,negative
TK-102346,Tracking number is invalid,Please respond ASAP. Tracking number is invalid. Let me know next steps.,web_form,High,2026-05-11 18:30:00,Shipping,high,negative
TK-102358,Why did my subscription price go up,This is really frustrating. Why did my subscription price go up. Please advise.,phone,Urgent,2026-03-12 02:39:00,Billing,high,negative
TK-102359,SSO redirect keeps failing,SSO redirect keeps failing. Let me know next steps.,email,Low,2026-01-31 13:31:00,Bug/Error,medium,neutral
TK-102335,SSO redirect keeps failing,SSO redirect keeps failing. I need this resolved.,phone,High,2026-06-23 10:59:00,Bug/Error,high,negative
TK-102336,Delivery is two weeks late,I've been waiting for days!! Delivery is two weeks late. I need this resolved.,web_form,Urgent,2026-05-25 05:05:00,Shipping,high,negative
TK-102347,App crashes when I upload a file,Not happy about this. App crashes when I upload a file. Can someone look into this?,phone,Medium,2026-05-12 04:10:00,Bug/Error,high,negative
TK-102348,Refund not received yet,Please respond ASAP. Refund not received yet. Let me know next steps.,web_form,Medium,2026-06-07 09:34:00,Billing,high,negative
TK-102349,Is there a student discount,Is there a student discount. I need this resolved.,phone,High,2026-01-23 08:17:00,Feature Request,medium,neutral
TK-102350,Password reset email never arrives,Not happy about this. Password reset email never arrives. Please advise.,chat,Medium,2026-01-29 02:26:00,Login/Access,high,negative
TK-101650,Package arrived damaged,Not happy about this. Package arrived damaged. I need this resolved.,web_form,Medium,2026-01-07 15:14:00,Shipping,high,negative
TK-101651,Would love a mobile app,This is really frustrating. Would love a mobile app. Can someone look into this?,twitter,Urgent,2026-03-17 07:01:00,Feature Request,medium,negative
TK-101652,Need bulk edit functionality,Please respond ASAP. Need bulk edit functionality. Please advise.,twitter,Urgent,2026-02-19 13:11:00,Feature Request,medium,neutral
TK-101653,Tracking number is invalid,Not happy about this. Tracking number is invalid. I need this resolved.,chat,Urgent,2026-06-30 11:51:00,Shipping,high,negative
TK-102368,Do you have API documentation,Do you have API documentation. Please advise.,web_form,High,2026-04-15 04:40:00,General,low,neutral
TK-102369,Invoice shows wrong amount,Please respond ASAP. Invoice shows wrong amount. Any update would help.,twitter,High,2026-03-09 07:12:00,Billing,high,negative
TK-102370,Two-factor code not working,I've been waiting for days!! Two-factor code not working. Let me know next steps.,chat,Medium,2026-04-04 21:03:00,Login/Access,high,negative
TK-102371,Two-factor code not working,This is really frustrating. Two-factor code not working. Can someone look into this?,email,High,2026-06-26 07:04:00,Bug/Error,high,negative
TK-102351,Refund not received yet,Not happy about this. Refund not received yet. Can someone look into this?,web_form,Low,2026-02-02 01:40:00,Billing,high,negative
TK-102352,Is there a student discount,This is really frustrating. Is there a student discount. Let me know next steps.,phone,High,2026-02-03 22:28:00,General,medium,negative
TK-102353,How do I change my email,This is really frustrating. How do I change my email. I need this resolved.,web_form,Low,2026-02-19 01:57:00,Login/Access,high,negative
TK-102354,App crashes when I upload a file,I've been waiting for days!! App crashes when I upload a file. I need this resolved.,email,High,2026-04-12 06:00:00,Bug/Error,high,negative
TK-102372,Tracking number is invalid,I've been waiting for days!! Tracking number is invalid. Can someone look into this?,chat,Urgent,2026-04-06 23:17:00,Shipping,high,negative
TK-102373,Need bulk edit functionality,Not happy about this. Need bulk edit functionality. I need this resolved.,phone,Urgent,2026-05-08 10:50:00,Feature Request,high,negative
TK-102360,Need bulk edit functionality,Thanks for your help. Need bulk edit functionality. Any update would help.,email,Urgent,2026-04-11 14:48:00,Feature Request,low,positive
TK-102361,How do I contact sales,This is really frustrating. How do I contact sales. Can someone look into this?,phone,High,2026-05-27 16:51:00,General,medium,negative
TK-102362,Why did my subscription price go up,Please respond ASAP. Why did my subscription price go up. I need this resolved.,email,Urgent,2026-03-07 09:41:00,Billing,high,negative
TK-102363,Would love a mobile app,Not happy about this. Would love a mobile app. I need this resolved.,web_form,Urgent,2026-06-04 06:45:00,Feature Request,high,negative
TK-102364,Why did my subscription price go up,Not happy about this. Why did my subscription price go up. Please advise.,web_form,Medium,2026-04-07 05:29:00,Billing,high,negative
TK-102365,Would love a mobile app,I've been waiting for days!! Would love a mobile app. Can someone look into this?,chat,Medium,2026-01-23 09:09:00,Feature Request,medium,negative
TK-102366,Is there a student discount,Not happy about this. Is there a student discount. I need this resolved.,chat,High,2026-06-17 17:44:00,General,high,negative
TK-102367,Cannot log into my account,Not happy about this. Cannot log into my account. Please advise.,email,Urgent,2026-05-12 20:56:00,Login/Access,high,negative
TK-102390,I was charged twice this month,Thanks for your help. I was charged twice this month. I need this resolved.,email,Low,2026-06-16 16:42:00,Billing,high,negative
TK-102391,Account locked after failed attempts,Not happy about this. Account locked after failed attempts. Let me know next steps.,web_form,High,2026-02-02 02:19:00,Login/Access,high,negative
TK-102386,How do I contact sales,How do I contact sales. Can someone look into this?,web_form,Low,2026-05-08 06:41:00,General,low,neutral
TK-102387,Tracking number is invalid,Thanks for your help. Tracking number is invalid. Let me know next steps.,phone,Medium,2026-02-26 14:29:00,Shipping,medium,positive
TK-102388,Add integration with Slack,Not happy about this. Add integration with Slack. I need this resolved.,phone,Low,2026-04-15 06:12:00,Feature Request,high,negative
TK-102389,App crashes when I upload a file,Not happy about this. App crashes when I upload a file. Can someone look into this?,web_form,Urgent,2026-06-11 22:22:00,Bug/Error,high,negative
TK-102392,Is there a student discount,Is there a student discount. Any update would help.,web_form,Low,2026-01-07 19:19:00,Feature Request,low,neutral
TK-102393,Need bulk edit functionality,Not happy about this. Need bulk edit functionality. Can someone look into this?,email,Medium,2026-05-07 05:58:00,Feature Request,medium,negative
TK-102378,Data not syncing between devices,I've been waiting for days!! Data not syncing between devices. Any update would help.,email,Medium,2026-03-19 14:11:00,Bug/Error,high,negative
TK-102379,Can you support CSV export,This is really frustrating. Can you support CSV export. Let me know next steps.,email,High,2026-04-05 22:37:00,General,high,negative
